"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"1088",8659,10261,797,803,878,853,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1090",10261,8559,817.8481077,817,868.4805294,873,2,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1093",8528,10260,865,786,929,863,2,1,2,2,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1098",8586,9850,755,878,801,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,3,3,2,1,3,2,3
"1100",10261,8650,852,815,914,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1101",10172,9825,867,791,949,867,3,1,2,1,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1103",10252,8455,864,829,941,906,2,1,2,1,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1104",8655,10260,817.8481077,764,868.4805294,856,2,1,2,2,2,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1108",8456,8472,815,881,873,931,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1109",8668,8659,793,848,835,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1110",10003,10252,817,783,867,856,3,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1111",10194,8655,776,825,831,863,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,3
"1112",9825,9879,826,872,869,924,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
"1113",9850,10172,785,819.5939669,815,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1114",8455,8602,781,901,845,932,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1115",8650,8456,899,875,947,907,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1116",8659,8586,877,819.5939669,924,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1117",8472,8528,783,813,833,869,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
"1118",8559,8668,836,776,864,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1119",10260,10261,829,896,886,939,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1121",7878,8633,909,819.5939669,959,815,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,3,3,2,2,2,3,3,2
"1124",8394,8696,787,819.5939669,818,868.0962077,2,1,2,2,2,3,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"1126",8302,8370,781,810,807,869,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1128",9869,8603,788,819.5939669,822,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1130",8668,8586,870,843,923,874,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1132",9879,8655,798,814,850,868,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1133",8472,8455,878,818,930,870,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1135",8559,10260,872,770,916,826,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1137",9850,8659,817.8481077,783,868.4805294,826,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1138",8633,8661,797,933,845,957,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1139",8370,7878,790,780,813,812,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1142",8560,10267,835,795,889,851,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"1143",10172,10261,827,764,873,785,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1144",9825,10003,793,851,875,907,1,1,1,2,2,2,2,1,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
"1145",8603,8634,923,787,971,827,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1146",8696,8371,770,788,810,815,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,3
"1147",9864,9869,817.8481077,836,868.4805294,868,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1148",10205,9906,852,828,915,874,2,1,2,2,3,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1149",8581,8315,835,819.5939669,893,868.0962077,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1150",8456,8528,789,878,845,931,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1151",8650,8559,784,880,829,903,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1153",10261,9879,828,827,865,884,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1155",8528,10172,783,778,801,837,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1156",8659,10194,811,819.5939669,856,868.0962077,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1157",10003,8472,818,796,871,889,3,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1158",10252,8602,795,834,856,879,3,1,3,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,3
"1159",9906,8560,790,843,838,911,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,3
"1161",8305,8696,787,803,818,833,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1162",7878,8558,805,819.5939669,854,801,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1163",10260,9825,874,885,926,937,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1164",8586,8456,884,902,934,933,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1165",8315,8633,904,848,950,896,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1166",8634,9864,832,949,864,981,2,1,2,2,3,3,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1169",8661,8370,776,808,800,852,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1170",9869,10205,835,819.5939669,876,868.0962077,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1171",8315,8370,776,818,800,852,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,3
"1172",8394,8633,905,786,940,836,2,1,2,1,3,2,3,1,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"1173",8661,8558,805,803,845,851,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1176",8302,9864,829,819,866,874,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1177",7878,8603,790,819.5939669,818,821,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"1178",8305,8581,793,805,818,832,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1179",9869,8560,797,819.5939669,842,868.0962077,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,2
"1180",9906,8371,790,831,810,903,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,3
"1181",10194,10260,861,829,901,876,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1183",8528,8586,880,787,922,843,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1184",8650,8602,785,869,848,899,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1185",8456,8668,834,896,865,950,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1187",9850,8472,813,778,869,820,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1189",10261,8655,806,821,863,878,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1191",8655,9825,871,810,916,871,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1192",9879,8456,881,823,932,856,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1193",8559,9850,772,771,808,837,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1194",8602,10172,816,783,840,858,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,3
"1195",8472,10194,811,793,852,862,3,1,3,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3
"1196",10003,8659,792,798,832,877,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1198",8633,8305,802,937,830,962,1,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1199",8603,8661,795,787,840,817,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1201",8560,8634,894,793,942,862,1,1,1,1,2,1,2,1,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1204",10252,10261,815,831,876,870,2,1,2,2,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1205",8370,8394,789,765,825,811,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1208",10205,8302,840,842,887,872,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3
"1210",9864,7878,794,833,825,861,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,2
"1211",10172,8655,797,802,863,841,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1212",8528,8559,783,785,825,846,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1213",8455,8668,840,907,868,931,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1214",10194,9879,839,830,869,874,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1215",8650,10260,868,881,913,911,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1216",9825,8472,813,890,869,925,3,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1217",9850,10003,797,767,885,808,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1218",10261,8586,871,824,908,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1219",8634,8371,794,929,809,971,2,1,2,2,2,2,2,2,2,3,3,1,1,1,1,2,1,2,1,2,3,2,2
"1220",8315,8603,791,825,827,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1222",8456,10252,827,876,856,927,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1223",8659,8602,807,803,856,838,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1224",8661,9864,824,781,868,827,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1225",8581,8633,916,784,956,796,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1226",8394,8558,805,778,854,827,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1227",7878,10205,817.8481077,819.5939669,868.4805294,816,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1228",8305,8370,782,810,831,836,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1229",9869,10267,844,819.5939669,887,868.0962077,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1230",8302,8560,789,838,844,874,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1231",8696,8633,909,785,956,819,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1232",8371,8302,837,775,880,801,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"1234",9864,8315,817,829,871,871,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,2
"1235",8560,7878,791,796,819,857,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1237",10205,8661,796,839,828,874,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1238",8370,8581,792,767,811,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1239",10267,8634,921,820,968,903,1,1,1,1,2,1,2,1,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1240",8603,8394,789,791,825,834,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1241",8559,8455,888,774,936,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1242",8655,8456,892,768,940,848,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1244",9879,10172,803,841,842,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1245",8472,8659,793,797,826,864,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1249",8581,8558,796,801,853,823,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1250",8394,9864,824,765,868,829,2,1,2,2,3,3,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1251",8586,9825,868,889,917,919,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1252",10260,9850,767,872,805,921,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1253",10003,10194,811,799,858,867,3,1,3,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1254",8661,8560,787,796,842,827,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1255",8634,9906,840,958,908,980,2,1,2,2,3,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1257",8633,8370,782,939,831,963,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1258",8302,10267,843,845,897,866,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1259",7878,8371,793,819.5939669,809,819,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,3,2
"1261",9825,8650,855,884,904,926,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1262",8559,8456,880,756,925,840,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1264",9850,10194,813,766,867,823,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1265",8455,8659,793,909,826,933,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1266",10003,8528,787,798,840,877,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1267",8696,8370,783,782,832,815,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1268",9864,8305,811,833,837,874,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"1270",9869,8634,908,819.5939669,957,868.0962077,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1272",8602,9879,836,779,860,848,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1274",10260,8586,862,895,909,943,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1275",10205,8394,789,836,833,873,2,1,1,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1276",10267,7878,774,842,810,897,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1277",8560,8315,838,792,896,855,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1278",8558,8633,915,819.5939669,951,869,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1279",8603,8581,797,799,824,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1280",9879,10252,816,835,863,862,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1281",10172,8559,788,809,843,844,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1282",10194,8455,891,796,926,867,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1283",8586,8668,835,890,870,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1284",8650,8472,806,856,858,896,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1285",8655,8602,790,797,849,883,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1286",8581,9864,840,787,875,800,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1287",8302,9869,817.8481077,840,868.4805294,873,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1288",8394,8560,799,773,837,831,1,1,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"1289",8633,8603,791,939,827,963,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1290",8659,10260,879,804,932,850,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1292",8456,10003,797,881,879,936,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1293",8315,8371,796,815,814,855,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1294",7878,9906,833,819.5939669,911,799,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1295",8370,8558,794,775,846,822,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1297",8634,8696,778,957,817,985,2,1,2,2,2,3,2,2,2,3,3,1,1,1,1,2,1,2,1,2,3,2,3
"1298",10261,9825,863,833,923,891,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1299",8305,10205,834,814,868.4805294,846,1,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1300",8668,8650,869,845,918,885,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1301",10003,9879,832,792,866,862,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1303",8560,8305,809,791,843,858,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1304",8634,8302,836,956,867,986,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1306",8603,8370,782,795,831,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1307",9869,7878,788,819.5939669,814,868.0962077,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,2
"1308",9850,10261,834,758,885,811,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1309",10260,8602,783,863,844,915,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1310",9906,8661,801,819,849,901,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1311",10205,8581,797,819.5939669,822,868.0962077,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1312",10267,8315,825,828,881,891,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1314",8696,8558,797,773,847,814,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1315",8472,8655,793,810,869,858,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1317",7878,8634,912,819.5939669,954,801,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1318",9825,8668,836,866,865,915,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1319",8455,8456,893,903,944,933,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1320",8650,10172,811,884,854,913,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1322",8661,9869,817.8481077,795,868.4805294,832,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1323",8581,8560,797,800,835,824,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1324",8315,9906,838,818,911,864,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1326",8394,10267,836,768,889,829,1,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1328",8302,8696,768,846,805,883,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1329",8370,9864,836,778,870,829,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1330",10252,9825,867,816,925,861,1,1,1,2,2,2,1,1,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1331",8655,8559,788,797,843,883,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1333",8528,8650,853,787,905,843,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1334",8602,9850,817.8481077,777,868.4805294,850,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1336",10172,8472,806,800,861,836,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1337",8668,10003,797,845,879,857,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1338",8560,8633,907,801,952,856,2,1,2,1,3,2,3,1,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1339",10267,8305,809,833,837,907,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1340",8634,8661,799,957,841,990,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1341",10261,8659,796,838,830,886,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1342",8371,8581,797,783,822,809,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"1345",9906,8394,777,825,821,898,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1346",10205,8370,778,819.5939669,816,868.0962077,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3
"1347",9864,8558,792,826,843,854,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"1348",9879,10260,870,832,920,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1349",8302,7878,787,850,812,873,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1350",8455,10252,794,905,867,930,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1351",8659,8668,840,800,872,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1352",9850,9879,839,772,869,827,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1354",9825,10172,796,866,835,922,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
"1355",10194,8528,788,815,841,865,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1356",8559,8602,788,772,848,841,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1357",7878,8696,772,819.5939669,819,787,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,3,3
"1358",8603,9864,834,788,874,828,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1359",8315,8634,920,816,960,855,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1360",8633,8371,790,933,812,962,2,1,2,2,2,2,2,2,2,3,3,2,1,2,1,3,2,3,1,2,3,3,3
"1361",8394,9869,817.8481077,765,868.4805294,826,2,1,2,2,3,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1362",8650,10261,831,853,887,912,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1363",10003,8586,876,794,926,873,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1364",8370,8560,795,781,843,826,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
