"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"2880","2011-10-29","2011/2012","10260","8668","1","0","837","866","904","943","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","lose"
"2881","2011-10-29","2011/2012","8602","8456","1","3","882","752","959","832","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","win"
"2882","2011-10-29","2011/2012","8655","9850","3","3","741","791","802","875","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","draw"
"2884","2011-10-29","2011/2012","10252","8472","2","2","819","832","887","900","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","draw"
"2885","2011-10-29","2011/2012","8559","10003","1","3","749","810","835","872","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","win"
"2887","2011-10-29","2011/2012","8650","8659","2","0","792","874","842","930","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","lose"
"2888","2011-10-29","2011/2012","9879","8528","2","0","792","844","854","902","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","lose"
"2886","2011-10-30","2011/2012","10172","8586","1","3","867","798","924","874","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","win"
"2883","2011-10-31","2011/2012","10261","10194","3","1","811","830","868","889","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","lose"
"2889","2011-11-05","2011/2012","8659","9825","0","3","835","794","921","842","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","win"
"2890","2011-11-05","2011/2012","9850","10252","2","3","830","755","904","813","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","win"
"2891","2011-11-05","2011/2012","8455","8655","1","0","794","911","879","954","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","lose"
"2894","2011-11-05","2011/2012","10003","8650","0","0","862","749","929","823","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","draw"
"2895","2011-11-05","2011/2012","8472","10260","0","1","882","795","945","885","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"2896","2011-11-05","2011/2012","8668","10261","1","2","815","844","881","896","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","win"
"2897","2011-11-05","2011/2012","8456","10172","3","2","794","866","868","947","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","lose"
"2892","2011-11-06","2011/2012","10194","8559","0","5","801","813","883","867","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","win"
"2893","2011-11-06","2011/2012","8586","9879","3","1","842","884","899","924","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","lose"
"2898","2011-11-06","2011/2012","8528","8602","1","3","781","783","843","862","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","win"
"2900","2011-11-19","2011/2012","8602","8668","1","2","845","764","907","842","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","win"
"2901","2011-11-19","2011/2012","10261","8456","1","3","882","816","954","884","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","win"
"2902","2011-11-19","2011/2012","9825","9850","2","1","742","869","798","944","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","lose"
"2903","2011-11-19","2011/2012","10172","10194","3","2","812","783","863","861","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","lose"
"2904","2011-11-19","2011/2012","9879","8472","0","0","816","847","887","894","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","draw"
"2905","2011-11-19","2011/2012","10260","10003","1","0","756","896","829","959","66","Balanced","Little","34","Mixed","Organised","52","Normal","51","Normal","64","Normal","Organised","44","Medium","47","Press","64","Normal","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","lose"
"2907","2011-11-19","2011/2012","8559","8659","1","2","796","810","844","878","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","win"
"2908","2011-11-19","2011/2012","8655","8528","3","3","784","807","853","876","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","draw"
"2899","2011-11-20","2011/2012","8650","8455","2","1","895","869","960","918","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","lose"
"2906","2011-11-21","2011/2012","10252","8586","0","2","867","848","924","910","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","65","Balanced","Little","50","Mixed","Organised","45","Normal","55","Normal","50","Normal","Organised","35","Medium","45","Press","65","Normal","win"
"2909","2011-11-26","2011/2012","9879","9825","1","1","864","853","944","903","75","Fast","Little","40","Mixed","Free Form","40","Normal","45","Normal","65","Normal","Free Form","50","Medium","40","Press","45","Normal","50","Balanced","Little","55","Mixed","Organised","45","Normal","55","Normal","40","Normal","Organised","45","Medium","35","Press","50","Normal","draw"
"2910","2011-11-26","2011/2012","8668","8559","2","0","","855","","901","45","Balanced","Little","70","Long","Organised","55","Normal","70","Lots","50","Normal","Organised","40","Medium","55","Press","50","Normal","60","Balanced","Little","50","Mixed","Organised","55","Normal","70","Lots","55","Normal","Organised","55","Medium","65","Press","60","Normal","lose"
"2911","2011-11-26","2011/2012","8602","8455","0","3","867","751","945","839","60","Balanced","Little","50","Mixed","Free Form","60","Normal","60","Normal","80","Lots","Free Form","35","Medium","55","Press","50","Normal","55","Balanced","Little","55","Mixed","Organised","60","Normal","60","Normal","45","Normal","Organised","45","Medium","45","Press","50","Normal","win"
"2913","2011-11-26","2011/2012","10261","10260","1","1","895","828","962","899","65","Balanced","Little","40","Mixed","Organised","65","Normal","65","Normal","70","Lots","Free Form","45","Medium","45","Press","65","Normal","55","Balanced","Little","50","Mixed","Organised","60","Normal","50","Normal","60","Normal","Organised","45","Medium","45","Press","50","Normal","draw"
"2914","2011-11-26","2011/2012","10172","9850","1","2","741","782","812","845","49","Balanced","Little","52","Mixed","Organised","48","Normal","64","Normal","66","Normal","Organised","34","Medium","54","Press","48","Normal","51","Balanced","Little","49","Mixed","Organised","36","Normal","48","Normal","52","Normal","Organised","44","Medium","43","Press","40","Normal","win"
"2915","2011-11-26","2011/2012","8655","10194","1","3","810","786","867","873","50","Balanced","Little","80","Long","Organised","30","Safe","70","Lots","35","Normal","Organised","25","Deep","65","Press","50","Normal","55","Balanced","Little","65","Mixed","Organised","50","Normal","50","Normal","35","Normal","Organised","45","Medium","60","Press","55","Normal","win"
"2916","2011-11-26","2011/2012","8528","8472","2","1","817","783","887","858","55","Balanced","Little","55","Mixed","Organised","55","Normal","65","Normal","55","Normal","Organised","45","Medium","55","Press","65","Normal","35","Balanced","Little","50","Mixed","Organised","45","Normal","65","Normal","50","Normal","Organised","45","Medium","55","Press","65","Normal","lose"
"2918","2011-11-26","2011/2012","8586","8659","3","1","796","872","844","916","60","Balanced","Little","65","Mixed","Organised","40","Normal","50","Normal","45","Normal","Organised","35","Medium","55","Press","60","Normal","60","Balanced","Little","55","Mixed","Free Form","70","Risky","70","Lots","70","Lots","Organised","30","Deep","40","Press","60","Normal","lose"
"2912","2011-11-27","2011/2012","8456","8650","1","1","859","879","927","957","60","Balanced","Little","50","Mixed","Organised","40","Normal","45","Normal","60","Normal","Organised","55","Medium","55","Press","50","Normal","70","Fast","Little","60","Mixed","Organised","70","Risky","65","Normal","75","Lots","Free Form","65","Medium","65","Press","50","Normal","draw"
