"","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"58583",26107,73,73,3,5,17,74,50,71,75,34,66,59,55,70,73,70,73,71,74,73,69,78,75,73,64,74,72,68,68,61,72,73,75,7,14,7,13,6
"182380",26108,76,76,3,2,17,56,21,81,70,34,52,44,33,54,61,52,72,53,68,47,82,78,69,83,55,84,74,51,51,54,74,79,76,9,14,7,9,6
"18870",26109,69,69,3,4,17,62,25,66,63,50,55,30,26,59,66,53,64,56,70,55,63,64,70,78,29,65,69,36,43,28,70,71,69,10,14,8,11,12
"18487",26111,80,80,3,2,17,74,40,79,65,56,74,66,47,64,75,75,75,68,80,76,69,84,81,79,62,75,79,66,59,59,83,83,84,11,9,7,9,9
"20849",26112,73,73,2,5,17,73,53,69,76,67,73,76,70,77,75,51,40,60,72,64,76,68,74,74,61,78,74,66,72,77,63,71,70,16,12,12,6,16
"170475",26113,70,70,3,5,17,73,54,62,74,67,70,72,67,72,72,60,55,66,71,70,70,75,81,64,66,66,54,62,75,59,51,48,45,7,12,13,7,6
"102461",26114,74,74,3,5,17,67,41,50,76,47,57,51,51,74,72,46,46,60,79,75,67,66,78,62,64,81,78,41,69,46,69,74,73,9,9,13,8,7
"61191",26115,69,69,3,5,17,58,69,67,63,70,65,59,48,52,66,76,79,78,64,70,80,72,59,78,62,70,23,66,53,69,25,25,25,5,14,13,5,10
"105329",26116,63,63,3,5,16,43,68,67,50,58,47,39,44,37,52,52,55,72,64,52,68,84,51,80,63,33,18,68,54,63,12,22,20,9,8,12,6,12
"118383",26117,71,72,3,5,17,14,13,12,16,11,11,12,14,11,12,51,48,38,60,61,22,72,34,63,11,51,25,12,40,14,12,13,11,73,70,72,70,75
"57254",26118,69,69,2,5,17,68,34,66,72,30,57,61,37,64,67,55,52,63,72,65,77,70,57,71,67,70,74,54,58,49,76,76,74,11,12,12,7,16
"109627",26119,70,70,3,4,17,35,36,74,70,35,42,44,66,68,64,33,32,55,65,63,70,69,53,73,56,70,70,30,52,40,71,71,70,14,12,13,9,10
"5397",26120,71,71,3,5,17,75,63,49,77,61,76,67,69,64,74,58,65,64,60,75,62,41,66,51,63,57,42,76,69,73,14,44,46,11,14,11,12,8
"143566",26121,67,70,3,5,17,57,59,65,70,67,65,47,47,67,69,53,68,75,70,70,70,65,90,74,69,71,68,51,66,52,65,60,55,11,8,15,8,10
"79297",26123,66,79,3,1,2,43,68,63,62,NA,66,NA,44,41,64,68,72,NA,64,NA,66,NA,59,74,60,65,64,62,NA,70,23,21,NA,8,21,41,21,21
"182185",26126,73,73,3,5,17,15,14,16,34,11,13,14,15,33,18,51,47,42,70,54,17,67,32,78,13,33,24,15,14,13,12,13,12,75,74,72,76,70
"66733",26127,65,65,2,5,15,47,24,67,61,37,22,45,30,64,59,31,43,29,67,34,52,65,62,78,40,64,54,25,49,38,63,68,61,11,13,7,8,14
"174901",26130,73,73,3,5,16,62,75,82,74,72,65,59,46,52,69,49,52,75,75,34,79,71,69,90,68,65,40,77,64,72,25,35,32,9,6,8,13,8
"76172",26132,60,60,3,5,16,55,59,67,63,57,61,55,55,57,61,74,70,71,57,65,63,81,81,70,55,51,41,50,58,65,23,22,25,5,15,12,13,13
"2229",26136,64,64,3,5,17,34,38,69,56,31,44,46,42,59,56,49,45,48,63,57,54,60,62,72,46,71,64,33,47,34,62,63,60,14,12,6,13,15
"132835",26137,66,66,2,5,17,34,38,74,66,25,36,41,73,69,62,30,29,29,62,38,67,81,32,81,57,62,67,25,54,71,70,65,48,13,7,9,12,12
"70655",26138,78,78,3,2,15,62,45,78,75,51,65,42,48,77,74,62,64,65,75,60,55,80,75,76,59,76,82,50,67,64,80,80,80,12,7,11,12,13
"182058",26139,63,63,3,5,17,72,49,54,64,61,64,71,68,70,68,64,61,68,64,65,69,73,67,66,62,60,67,56,66,65,57,59,65,7,7,9,12,5
"53070",26141,63,63,3,5,17,55,15,71,63,26,34,50,33,59,59,53,62,58,50,59,44,80,76,74,51,69,62,38,44,52,59,64,67,7,13,15,8,10
"25943",26142,73,73,3,5,17,42,49,80,60,50,28,34,36,64,56,42,45,51,64,50,73,51,32,81,46,87,73,22,51,57,76,74,70,14,6,15,14,8
"35204",26143,76,81,3,1,2,55,78,77,65,NA,74,NA,57,37,72,82,79,NA,73,NA,79,NA,71,77,69,57,58,69,NA,67,22,33,NA,9,22,37,22,22
"92482",26144,74,74,3,5,16,67,76,68,76,70,76,71,68,71,78,72,71,79,74,63,77,62,58,74,65,62,47,75,72,76,28,22,14,6,11,8,7,6
"136106",26145,63,63,2,5,17,68,58,62,65,62,63,68,65,57,65,54,66,58,60,39,77,42,56,83,58,68,55,69,57,68,49,56,48,15,6,7,11,7
"161641",26146,76,76,2,5,15,53,52,73,79,67,59,56,48,70,79,66,67,69,76,58,79,74,55,77,70,76,80,72,79,61,68,79,75,7,7,10,6,7
"48343",26148,73,73,3,5,15,36,27,79,59,22,47,51,35,50,60,65,57,60,66,40,56,72,70,77,56,80,71,41,49,46,74,74,75,6,15,9,6,6
"66914",26149,67,67,2,5,15,69,48,64,72,41,65,69,60,65,65,61,52,42,65,73,65,71,65,65,56,73,69,56,51,50,68,69,70,14,12,12,13,7
"66811",26150,69,69,2,5,17,25,25,25,37,25,25,25,25,25,25,35,40,26,66,25,27,64,32,80,25,25,20,25,25,25,25,25,25,66,64,62,75,74
"95903",26151,80,80,3,2,17,82,78,64,80,76,84,77,74,77,82,89,87,86,76,74,77,73,76,61,76,48,35,80,67,75,40,55,53,8,10,14,13,15
"118145",26154,79,79,3,2,17,79,59,75,77,62,72,74,61,73,74,77,73,77,72,74,74,81,89,71,68,80,75,64,64,66,80,81,80,8,9,7,15,10
"118074",26155,77,77,3,5,17,70,69,79,80,67,73,76,75,79,78,49,53,55,72,40,83,64,64,90,77,78,75,73,75,76,77,80,69,11,10,14,13,15
"132743",26156,65,65,3,2,17,54,66,78,62,66,64,62,61,55,62,44,41,54,66,33,74,49,74,82,66,58,14,59,59,62,37,27,20,11,11,12,15,7
"145563",26157,71,71,2,4,17,34,23,76,58,52,33,27,31,65,62,37,54,37,59,58,61,76,56,76,56,82,71,45,59,47,66,73,69,15,10,12,12,6
"166042",26159,68,68,3,5,17,57,56,61,70,48,53,55,39,69,71,52,51,66,62,60,62,58,73,73,57,67,67,56,71,42,62,65,62,15,12,15,14,13
"182020",26160,80,80,3,5,17,77,71,70,84,73,75,80,81,82,83,66,68,74,78,77,82,70,80,70,80,77,80,71,82,84,71,75,73,14,9,16,8,12
"31061",26161,71,71,3,5,15,43,33,68,67,35,62,25,25,64,64,29,34,41,55,63,64,82,33,80,39,83,67,43,60,71,70,70,68,8,14,7,14,15
"59043",26162,72,72,3,5,17,78,43,72,73,59,65,66,52,66,73,64,63,69,70,55,57,73,68,75,60,75,75,56,67,59,75,75,74,9,12,9,7,14
"69113",26163,82,82,2,2,16,78,82,65,79,75,88,80,75,78,86,84,80,85,75,79,83,77,75,75,82,67,40,74,81,87,33,43,23,12,8,9,13,12
"82398",26164,67,67,3,6,10,11,11,15,22,14,13,12,12,34,15,55,38,57,64,44,18,54,30,68,11,23,27,12,13,18,12,12,11,70,64,63,69,67
"84489",26165,73,73,3,5,17,61,70,84,70,76,69,74,60,41,75,69,69,69,66,66,81,69,57,94,67,55,46,69,66,74,22,40,26,14,8,7,13,9
"93534",26166,86,86,3,5,16,75,88,78,86,77,82,79,73,47,86,82,84,75,83,60,83,70,75,78,78,65,22,87,83,82,13,15,12,13,11,5,5,7
"147662",26167,76,76,3,5,17,10,10,10,24,10,12,11,11,34,21,36,38,31,70,44,18,58,26,63,12,25,27,16,31,23,12,11,11,78,75,76,76,78
"26756",26168,80,80,3,5,17,11,13,11,24,13,14,10,12,22,22,38,42,39,73,35,24,73,31,71,14,43,23,13,53,13,13,13,14,78,79,81,79,82
"5968",26169,73,73,3,2,16,73,62,44,78,67,79,77,69,70,78,64,65,68,67,66,65,55,52,59,66,58,33,70,77,63,28,31,27,7,6,7,16,9
"103303",26171,76,76,3,5,15,50,22,78,68,34,50,58,57,72,62,51,52,53,72,50,84,77,60,84,73,80,80,61,50,55,72,74,79,10,6,14,14,15
"125017",26172,74,82,3,1,2,70,75,74,77,NA,73,NA,73,73,81,64,65,NA,77,NA,80,NA,70,73,77,72,76,77,NA,75,22,39,NA,6,22,73,22,22
"54061",26173,72,72,3,5,17,25,25,25,24,25,25,25,25,23,25,23,26,27,70,41,36,29,21,83,25,37,25,25,31,31,25,25,25,67,76,62,80,67
"66785",26176,68,68,2,4,17,49,51,63,68,55,51,58,44,69,63,28,29,46,72,64,62,64,63,79,60,71,72,33,50,49,68,67,61,10,5,8,9,9
"156859",26181,82,82,3,2,17,80,76,42,85,73,85,78,79,75,87,81,78,82,78,92,75,50,69,62,77,33,37,81,85,77,35,37,44,1,1,1,1,1
"66968",26190,71,80,3,1,2,12,11,10,11,11,11,13,13,11,21,35,42,58,61,51,11,64,59,67,13,20,23,14,31,10,12,12,11,70,73,70,75,67
"66854",26191,69,69,3,4,17,71,49,52,72,48,46,68,66,73,71,54,53,70,68,70,75,61,73,68,68,76,64,56,63,73,69,69,64,15,14,14,11,11
"75966",26193,60,69,3,6,18,57,20,58,62,34,50,46,43,57,56,72,57,55,59,62,55,56,61,64,54,70,40,19,51,40,57,65,60,6,9,11,6,10
"105212",26195,73,73,2,5,16,74,71,61,76,67,72,77,74,73,74,67,66,74,72,78,78,34,67,63,76,59,46,71,73,73,35,53,51,5,7,11,13,12
"154023",26199,68,68,3,4,16,60,64,47,66,60,75,62,36,56,71,83,81,84,60,68,62,41,66,68,60,68,41,76,60,54,25,30,22,5,9,5,10,11
"159896",26209,74,74,2,5,17,34,24,75,59,28,32,47,37,56,48,66,71,55,68,61,64,75,76,84,33,79,73,26,44,50,75,76,74,10,9,11,8,6
"99372",26211,66,66,3,5,17,70,55,59,72,52,62,52,52,67,61,61,67,72,63,63,61,74,90,74,61,71,65,55,70,67,58,61,57,15,8,16,8,16
"8246",26213,72,75,2,5,17,70,74,74,66,62,73,60,61,59,72,77,77,74,72,74,73,66,57,59,69,50,43,71,68,65,22,27,35,6,9,8,6,15
"44260",26214,70,70,3,4,15,60,34,69,65,59,61,45,57,66,68,55,55,60,69,78,69,74,74,82,59,88,72,59,62,65,65,72,71,5,4,8,6,9
"56801",26215,67,67,3,5,17,25,25,25,21,25,25,25,25,26,25,27,48,46,75,36,47,68,25,84,25,21,22,25,25,24,25,25,25,65,69,62,67,64
"59101",26216,73,73,3,5,15,59,52,66,65,22,49,66,23,63,61,47,50,57,75,71,54,79,51,75,59,76,73,49,52,36,77,77,75,16,15,8,10,11
"160593",26221,74,74,3,2,17,71,68,70,73,64,78,59,58,57,75,93,90,91,68,81,80,70,73,62,75,41,31,78,68,65,21,21,24,16,15,11,12,6
"60810",26222,73,73,2,2,15,75,25,56,72,16,68,64,35,70,73,71,74,71,68,64,58,72,75,76,53,70,72,63,67,40,74,76,77,13,12,10,8,14
"22463",26223,77,77,2,4,17,20,14,76,56,28,42,24,27,56,60,35,55,34,70,34,47,70,55,91,32,81,81,20,25,46,80,80,74,10,9,5,12,12
"20681",26224,66,66,3,5,15,60,54,68,65,61,53,76,72,66,62,63,64,58,66,54,75,67,76,78,65,83,68,45,54,68,56,67,66,7,9,13,5,10
"20383",26227,65,65,3,5,17,67,57,51,73,52,52,67,72,65,71,66,53,73,67,65,63,67,75,71,46,61,56,58,76,74,60,62,57,9,11,11,7,13
"59640",26231,69,84,2,1,2,71,33,71,61,27,38,64,41,58,68,78,77,68,69,79,59,77,81,75,56,74,64,57,65,39,74,71,72,7,7,5,15,14
"62226",26233,61,61,3,5,17,25,25,25,25,25,25,25,25,23,21,43,43,44,52,33,21,62,23,67,25,36,23,25,25,21,25,25,25,60,63,60,65,59
"63012",26234,69,69,3,5,17,65,71,64,61,74,72,67,62,58,73,76,74,70,64,66,68,58,55,58,67,55,38,71,62,65,41,37,37,14,5,15,8,8
"80741",26235,65,67,3,4,17,42,42,65,54,39,37,51,47,55,56,30,33,44,66,57,65,57,57,79,56,73,69,43,44,58,63,64,63,15,8,13,11,15
"85634",26236,70,70,2,5,17,74,54,67,73,61,63,69,66,68,71,73,69,68,65,72,66,67,70,68,57,72,64,65,70,38,74,73,70,16,13,8,15,11
"98907",26238,72,72,2,5,15,60,41,61,74,38,72,57,56,71,74,73,71,74,73,78,71,76,83,72,68,80,76,60,70,35,75,76,67,11,15,9,6,14
"128343",26240,63,63,3,4,17,66,59,62,67,61,64,56,47,48,62,67,70,64,61,62,63,63,73,64,61,47,36,58,64,70,47,37,33,12,12,5,9,15
"136068",26241,67,67,3,5,17,17,13,15,17,15,14,15,14,19,24,32,57,38,60,48,18,71,44,62,12,26,22,17,28,13,15,14,13,66,71,69,70,65
"139019",26242,66,66,3,5,17,58,38,69,72,69,53,71,72,69,66,50,34,50,62,71,81,62,64,64,71,74,56,42,73,56,65,66,64,6,8,14,9,14
"160084",26244,73,73,3,5,17,27,36,77,56,23,47,51,54,55,56,49,50,33,63,46,57,80,71,87,56,78,70,51,49,66,74,76,72,13,16,6,7,6
"11086",26245,70,70,3,5,15,45,37,72,57,41,34,50,31,58,61,54,52,56,59,55,64,75,66,84,38,76,55,48,54,72,74,72,70,8,5,14,13,14
"131156",26250,66,66,3,5,17,46,31,64,62,17,27,47,12,67,63,53,32,37,60,57,57,72,47,60,46,66,54,34,58,57,72,69,72,13,5,11,5,8
"92890",26251,70,70,3,5,17,66,60,67,74,63,74,61,53,72,73,73,71,76,73,54,71,58,65,51,62,61,68,70,73,53,43,52,42,15,8,7,11,12
"174483",26252,63,75,3,1,2,22,22,22,36,NA,22,NA,11,56,22,49,41,NA,67,NA,33,NA,72,48,22,43,66,56,NA,50,22,22,NA,61,63,56,68,60
"120822",26253,71,71,3,5,15,37,45,74,55,28,47,40,42,51,56,55,57,55,65,65,69,77,51,75,29,78,71,48,44,48,74,75,70,8,7,6,14,6
"49979",26255,78,78,2,5,17,52,42,80,66,39,41,42,50,65,50,51,60,48,76,43,58,77,52,78,22,91,79,27,40,46,80,81,81,10,15,10,6,6
"98978",26256,71,71,3,2,17,72,36,59,70,51,60,44,43,68,73,50,59,56,81,64,70,73,53,70,42,70,78,60,53,63,76,77,75,10,10,8,9,13
"35609",26257,68,68,3,5,17,69,60,59,67,57,63,71,71,67,68,48,52,46,74,74,68,64,74,65,65,50,70,68,73,62,53,62,60,7,7,5,5,11
"162219",26260,65,65,2,4,16,49,67,71,58,67,58,66,54,59,64,58,61,57,64,52,65,61,57,73,63,29,24,67,62,67,25,29,43,7,15,5,8,8
"18025",26261,67,67,2,5,16,69,56,51,67,65,63,69,55,64,66,75,81,78,65,56,66,48,74,73,53,64,49,66,63,42,44,56,47,8,11,7,14,12
"21985",26262,66,66,3,5,17,50,31,48,68,42,64,46,42,65,66,75,68,71,64,80,50,73,70,66,30,73,62,36,59,34,62,69,64,9,14,12,16,11
"31275",26263,71,71,2,2,17,64,78,61,60,70,66,76,74,56,72,59,66,78,71,70,86,71,66,61,72,38,47,76,67,76,22,30,26,14,10,12,8,12
"58715",26264,70,70,2,2,17,69,34,53,72,48,55,68,46,64,67,57,55,46,74,70,66,63,64,58,45,84,73,40,60,42,78,74,76,7,6,11,11,11
"59667",26265,68,84,3,1,2,66,55,42,74,NA,64,NA,64,60,74,65,64,NA,74,NA,72,NA,73,69,66,75,79,78,NA,72,59,68,NA,5,21,60,21,21
"8521",26275,70,70,3,5,17,13,11,14,11,13,12,13,12,12,13,36,48,50,81,55,13,46,39,53,14,33,25,15,15,12,13,14,12,67,69,67,67,72
"67647",26277,60,70,3,1,2,54,28,61,63,NA,52,NA,28,43,62,66,67,NA,59,NA,45,NA,58,53,36,56,62,67,NA,52,55,61,NA,8,25,43,25,25
"79387",26279,64,64,3,4,17,24,28,70,51,22,38,25,21,49,50,31,33,27,55,49,52,72,61,80,29,69,64,33,51,48,67,64,59,12,8,13,9,6
"108194",26282,62,62,3,5,15,58,62,70,63,55,64,61,59,34,68,64,69,70,56,70,65,79,64,71,48,38,36,57,57,62,25,27,25,8,5,10,13,10
"102749",26284,65,65,2,5,17,27,26,62,59,20,31,23,48,63,51,36,38,41,70,47,56,62,34,74,40,60,73,27,40,30,67,65,65,13,6,11,5,10
"126678",26285,67,67,3,5,17,60,61,53,68,63,67,69,71,65,71,63,68,71,70,61,62,75,76,72,62,62,55,63,72,63,54,59,52,8,15,8,9,6
"26971",26287,67,67,3,5,15,60,46,68,65,32,39,68,47,63,50,34,34,55,65,64,65,71,76,79,57,75,70,35,41,47,64,67,61,12,11,9,6,7
"42919",26288,68,68,3,5,16,67,66,64,61,65,66,57,50,51,63,88,89,73,56,62,76,71,77,74,64,64,23,72,62,69,25,23,25,12,10,8,9,13
"33622",26289,75,77,2,1,2,75,37,59,73,NA,39,NA,51,74,72,68,69,NA,75,NA,73,NA,86,83,66,94,62,69,NA,76,77,75,NA,3,21,74,21,21
"34240",26290,66,66,3,5,17,25,25,25,21,25,25,25,25,31,31,42,41,34,53,21,29,54,31,64,25,25,27,25,25,34,25,25,25,70,68,60,66,62
"56820",26291,75,75,3,5,15,74,63,55,80,60,73,64,71,76,74,60,54,72,77,80,76,53,73,71,70,83,77,62,74,60,76,77,73,6,11,7,14,16
"47445",26294,74,74,3,2,17,75,55,63,77,71,82,77,77,71,82,69,69,76,68,75,78,66,60,69,77,72,49,70,72,74,33,54,47,4,8,10,13,13
"71048",26295,85,85,2,5,17,13,10,10,27,11,10,11,10,31,34,65,63,55,84,54,23,74,41,43,14,31,27,10,30,40,12,10,18,87,82,68,81,88
"109367",26300,73,73,3,2,17,71,73,54,75,74,76,86,86,60,76,78,76,84,75,79,73,51,63,46,63,49,20,73,77,78,31,33,33,12,10,14,7,11
"135944",26304,70,72,3,1,2,52,45,74,75,NA,47,NA,52,71,69,53,57,NA,63,NA,68,NA,68,75,65,73,76,75,NA,71,64,70,NA,8,22,71,22,22
"151608",26307,74,74,3,2,17,74,44,70,72,33,64,57,64,71,70,66,72,68,65,65,73,73,62,76,58,80,73,61,52,65,76,74,73,16,12,8,16,15
"75145",26308,67,72,3,7,19,28,28,74,50,24,35,35,32,30,57,58,56,42,69,69,53,72,65,72,48,70,66,33,38,45,70,64,67,7,9,8,14,7
"33007",26310,75,75,2,2,17,78,66,62,75,65,78,75,69,73,76,79,77,75,84,65,82,80,74,78,78,82,59,75,72,66,39,59,48,7,13,16,13,14
"47861",26311,74,74,3,5,17,70,61,73,74,53,63,57,62,64,74,65,52,64,75,57,73,77,76,76,64,78,77,63,74,56,74,74,72,10,12,7,5,5
"53665",26312,67,67,3,5,17,68,69,64,59,61,71,64,53,39,66,74,72,68,51,56,68,66,42,71,59,55,33,73,74,70,25,20,25,6,14,12,14,6
"81105",26313,64,77,3,1,2,25,25,25,25,NA,25,NA,7,61,25,54,58,NA,78,NA,24,NA,69,75,25,32,54,26,NA,54,25,25,NA,67,57,61,59,69
"114077",26315,74,74,2,4,15,17,28,72,58,25,31,38,44,60,51,34,34,30,68,54,60,77,34,84,29,79,77,34,48,59,79,79,71,13,7,6,14,14
"16885",26324,72,72,3,2,15,68,58,67,81,62,68,76,73,72,76,69,72,71,74,73,75,68,73,66,66,71,67,61,70,63,67,66,61,7,8,6,12,6
"33606",26325,66,66,3,5,17,72,51,71,72,32,60,59,57,59,65,52,53,56,69,71,64,68,53,65,66,87,69,52,54,52,69,68,71,15,5,7,10,7
"51903",26326,74,74,3,2,17,78,61,64,80,63,69,69,73,79,74,52,47,71,74,75,68,62,70,68,67,76,72,67,78,65,72,72,70,7,13,12,12,16
"66710",26327,66,66,3,4,17,48,32,70,70,44,46,53,52,65,64,43,45,45,52,52,66,63,65,67,49,64,69,27,70,64,66,72,65,9,10,13,8,10
"75175",26328,67,67,3,5,17,52,33,71,65,40,48,53,24,60,58,55,53,56,53,56,58,73,73,80,47,72,65,38,44,49,65,68,63,16,13,12,15,12
"79408",26329,64,76,3,7,19,55,12,64,57,31,36,49,17,56,60,69,68,69,60,65,47,69,68,68,27,76,63,44,70,53,66,64,62,9,12,13,8,13
"82022",26330,76,76,3,2,17,71,75,77,73,80,71,67,46,69,70,73,80,81,75,65,77,81,74,78,69,69,42,78,73,69,43,46,41,12,6,7,6,10
"1307",26331,67,67,3,5,17,43,39,73,56,33,45,28,41,53,52,33,53,47,65,47,71,34,51,84,52,76,59,31,53,48,68,72,66,15,11,11,15,9
"129142",26332,79,79,3,2,17,71,80,75,72,81,79,72,60,62,78,86,85,85,78,70,82,80,75,77,76,68,31,81,70,72,26,42,32,8,12,10,9,8
"136085",26333,68,68,3,5,17,74,54,71,70,73,69,74,70,69,69,51,34,66,69,59,77,71,57,69,68,70,69,69,69,69,69,70,65,9,11,6,12,7
"136014",26334,70,78,2,6,18,74,67,49,74,70,68,68,74,67,72,70,70,72,68,70,74,55,66,52,71,55,29,60,73,85,18,24,20,9,6,10,7,13
"163216",26335,67,67,2,5,17,12,11,13,25,12,12,13,14,24,21,30,30,40,50,31,23,40,21,50,12,25,11,7,31,16,12,11,12,69,69,69,69,69
"166085",26336,75,75,3,5,15,52,56,74,75,47,65,55,51,75,74,67,73,56,72,70,82,73,90,83,60,85,80,61,64,73,65,73,73,7,9,15,6,16
"80481",26343,74,74,2,5,17,14,19,13,37,12,12,13,12,18,19,51,49,68,72,61,18,73,29,57,12,54,20,12,34,13,14,13,14,75,71,62,74,75
"18534",26344,77,77,3,2,16,61,80,81,71,79,69,61,62,46,76,67,69,59,76,58,84,73,70,85,75,52,38,79,69,83,39,32,35,14,11,9,9,13
"34297",26345,72,72,3,5,15,44,35,74,65,45,53,50,43,70,62,52,55,58,71,53,56,76,74,86,34,77,73,49,49,29,72,70,61,6,12,16,10,16
"57538",26346,64,64,3,2,17,63,47,70,61,28,40,50,32,67,65,64,66,71,51,57,57,74,66,71,50,73,47,27,58,33,68,65,60,8,11,5,12,14
"59760",26347,65,65,3,5,16,50,62,64,64,65,65,57,38,52,70,67,54,63,60,47,74,73,48,75,68,52,32,65,64,65,31,33,28,10,12,6,14,15
"70264",26348,67,67,2,5,17,66,31,67,65,34,57,60,47,57,65,67,71,72,66,71,69,80,67,75,59,72,66,57,57,52,68,69,69,13,12,12,8,16
"72176",26349,77,77,3,2,16,69,74,49,74,69,82,75,64,70,82,79,77,84,78,84,80,50,78,62,75,66,50,77,76,69,40,46,33,14,13,7,7,15
"83287",26350,69,75,3,3,13,14,12,22,36,15,13,22,18,30,28,55,62,60,64,61,32,72,58,75,13,64,23,15,35,35,11,12,12,70,68,67,66,71
"91896",26351,70,70,3,5,17,66,60,62,76,72,64,64,69,71,72,45,34,66,73,73,74,68,75,73,74,74,60,44,73,73,62,69,69,10,10,12,13,13
"102786",26353,82,82,3,5,17,69,64,82,74,44,62,59,51,77,74,69,74,65,78,73,74,87,79,79,67,81,84,56,63,68,86,86,83,6,7,12,11,14
"128850",26354,71,71,3,2,15,61,39,63,67,52,66,53,47,63,69,77,75,84,71,84,66,74,74,59,59,78,72,62,61,54,74,70,75,14,16,7,11,12
"177406",26356,71,74,3,7,19,33,25,76,64,NA,22,NA,40,53,66,58,63,NA,63,NA,58,NA,57,73,22,65,69,72,NA,68,75,72,NA,11,22,53,22,22
"183925",26357,73,73,3,4,17,42,27,74,70,30,54,49,33,53,63,53,63,62,68,62,57,84,54,76,30,75,66,22,52,50,76,77,72,14,10,11,8,12
"169264",26359,74,74,3,5,17,8,8,11,12,9,13,13,8,22,26,36,42,28,36,40,11,47,34,34,12,31,24,10,28,14,11,12,11,77,73,74,78,79
"144813",26360,64,64,3,5,17,51,46,62,56,28,36,58,38,53,50,61,61,52,62,65,60,71,72,74,33,63,65,32,38,25,66,65,62,13,9,11,12,14
"162526",26364,68,68,2,2,17,67,62,55,69,60,65,66,52,63,67,80,80,74,65,75,63,61,65,73,60,58,49,63,68,51,37,43,38,11,6,9,13,9
"81533",26367,67,67,3,5,17,15,14,15,32,14,13,14,11,35,23,51,52,49,57,56,18,42,32,54,14,20,16,11,29,23,15,13,14,70,70,65,66,67
"46946",26368,70,70,2,2,15,67,31,67,71,32,68,53,46,62,68,62,64,59,72,53,58,76,77,78,33,73,74,64,57,43,72,74,68,11,6,10,12,16
"124964",26370,65,76,3,6,18,63,62,46,69,72,68,67,63,66,74,74,74,78,76,66,58,60,75,58,61,55,25,40,72,47,25,36,33,11,9,12,10,11
"152766",26371,73,73,3,5,15,67,44,56,74,54,56,58,63,74,69,42,34,61,74,73,63,66,68,74,54,72,73,56,79,62,71,74,68,9,6,11,14,5
"18521",26372,61,68,3,6,18,37,22,60,61,20,38,44,26,59,55,66,64,57,66,72,39,68,69,76,34,72,55,41,53,21,60,55,57,8,9,11,10,9
"122473",26374,74,74,3,2,15,69,74,73,72,72,71,69,73,64,71,72,75,71,71,74,73,82,76,77,67,66,42,75,69,77,33,42,40,12,14,14,6,7
"91864",26376,67,67,3,5,17,63,70,64,66,69,65,64,50,56,68,65,64,61,70,90,70,50,34,35,67,42,37,70,61,62,23,24,23,8,12,5,11,13
"68261",26383,64,64,3,5,17,43,22,67,62,26,50,45,44,56,57,53,33,57,56,63,59,70,69,84,24,71,56,27,45,41,63,65,63,8,11,6,12,11
"180907",26388,73,73,3,2,15,68,62,64,74,65,75,58,36,69,71,77,74,81,71,81,70,81,90,67,66,68,60,71,73,64,49,60,68,7,12,10,12,15
"67610",26390,67,67,3,5,17,68,45,61,72,62,67,57,55,75,69,50,48,71,69,81,67,77,65,69,65,72,64,45,64,68,71,76,72,11,14,15,16,15
"156145",26391,62,62,2,5,16,64,61,48,74,59,66,58,44,63,73,71,73,58,59,39,64,48,52,64,54,56,47,62,62,60,26,38,47,8,14,13,5,14
"95422",26392,79,79,3,5,17,70,82,67,79,77,74,76,69,71,80,82,77,85,81,80,72,82,71,65,76,66,38,85,76,77,23,34,38,6,10,8,8,6
"51097",26394,70,70,2,5,17,62,62,71,68,67,71,63,51,65,68,82,92,72,72,58,70,71,54,52,68,70,22,71,62,65,24,22,16,15,8,6,5,5
"105053",26398,63,64,2,5,17,53,34,65,64,25,43,49,35,58,58,42,44,57,53,64,52,80,70,82,42,68,54,38,49,54,63,55,58,15,12,14,8,10
"35180",26399,74,74,3,5,15,73,25,73,73,26,65,32,23,70,73,59,64,58,65,61,41,67,72,80,26,75,75,51,55,24,76,76,75,11,10,9,11,7
"5190",26401,73,76,3,5,17,75,35,71,73,31,63,70,27,68,71,78,82,68,72,59,59,73,78,77,38,75,69,41,54,42,75,72,74,15,13,5,15,8
"127913",26402,72,72,3,5,17,43,33,75,65,36,31,29,30,63,56,56,55,59,67,64,49,72,58,76,31,74,73,38,47,51,76,73,67,16,15,13,10,14
"80599",26403,82,82,2,2,17,79,52,82,66,68,45,79,70,76,65,72,79,65,78,50,80,72,69,90,77,81,85,48,42,60,83,85,77,13,14,10,9,5
"132707",26405,62,72,3,7,19,48,52,66,59,55,48,51,52,53,50,64,64,64,60,70,66,72,75,70,56,75,60,50,52,60,67,68,65,15,6,12,11,5
"138467",26406,67,67,3,5,15,59,65,63,73,53,64,53,56,72,66,44,36,64,64,69,67,64,61,68,67,80,66,60,64,68,66,66,65,10,9,9,16,14
"24361",26408,68,68,3,2,17,66,61,53,66,67,68,72,71,56,72,68,67,81,65,69,69,43,66,76,73,52,35,68,73,74,16,46,41,12,16,8,15,6
